RATING,REASON,SIDE EFFECTS FOR ZITHROMAX,COMMENTS,SEX,AGE,DURATION/DOSAGE,DATE ADDED
3,"Bronchitis, Whooping Cough","stomach ache, bad migraines","Currently on last day of taking meds. I have had some stomach pain a few hours after taking Zithromax which may be lessened if taken with food. Major headaches about 8 hours after taking which I attribute to the Zithromax. I am also taking Claritin-D, but that should not be giving me the migraines. My bronchitis seems to be less severe, but still have coughing attacks several times a day. This is the first time I have taken Zithromax and do not really see a big difference in it opposed to Amoxicillin or Penicillin except for the price.",F,31,6 days,12/01/2009
2,"upper resp, bronchitis, sinus infec","anxiety, nausea, fatigue, weak",I took the generic and I will never take this again,F,28,5 days,11/30/2009
5,Upper Respiratory/Sinus Infection,None,Felt better within 24 hours. FABULOUS drug.,F,50,2 days,11/28/2009
4,sinus infection,none,"Took the brand NOT generic and also took probiotic Culturelle and ate yogurt while taking it. Two years ago I took a generic form of a different antibiotic and had similar side effects that have been posted here, lack of appetite, diarreah,weight loss, severe anxiety, fatiguefelt like I was poisoned. It took 18 months to feel better. I had never had a reaction to any med before. I strongly believe it was from a generic drug. My suggestions never take a generic drug and always take probiotics with antibiotics.",F,56,5 days,11/28/2009
5,Pneumonia from H1N1,Diarrhea,"I love Zithromax. It took the full five days to really notice a difference. It's been 3 days since I took my last pill and I continue to get better and better each day. I had a little diarrhea, but that was all.",F,24,5 days,11/27/2009
4,Mycoplasma (walking pnuemonia),"Stomach pain (always eat a small snack if this happens), fatigue.","Works great, and you only have to take it for 5 days.",F,22,5 days,11/26/2009
1,Strep throat and sinus infection,"Anxiety, heart palpitations, insomnia, upset stomach",I have taken this before and have had anxiety but I started getting heart palpitations the first day after my last dose. It has been three days now and still have them. They don't happen all of the time but when they hit it is scary. Called the emergency room and they didn't think it had anything to do with the antibiotic. Should I be concerned? I have had heart palps in the past but not for several months now. I will not be taking this medicine again.,F,34,5 days,11/26/2009Email
1,Sinus Infection,"Awful racing heart, anxiety, weird thoughts, fatigue","I HATE THIS DRUG! I was on the generic, so I don't know if that's worse or not, but I will NEVER TAKE THIS AGAIN! I could have died!",M,24,4 days,11/26/2009Email
1,sinus infection,"dizziness, light-headedness, stomach pains, bloating, sleepiness, anxiety","After beginning this med, I realized that I had taken it before with the same effects. I teach and by the end of the school day of the 2nd dose, I felt like I was floating to another world. It was rough. I couldn't eat anything, but felt like I was going to get sick if I didn't eat. I couldn't eat more than a few bites at a time though.",F,27,3 days,11/25/2009
5,throat infection,"Fatigue, loss of appetite","Completely cured my extremely sore throat, which had been bugging me for almost a week and seemed to get worse and worse every day. A few hours after the first dose there was suddenly no soreness left in the throat and I felt great. The only downside was the extreme fatigue and loss of appetite, which I haven't experienced with any other antibiotics. I'm pretty sure these can't be symptomps of the infection itself, as it seemed to be cured by the first dose already. The side effects continued for about 5 days. But I would still recommend this drug to anyone because it was just so efficient.",F,31,5 days,11/21/2009
2,Infection,"Brain Fog, blured vision, Nausea",I thought I was goin crazy until I came across this site. Never experienced brain fog from an antibiotic before. Side effects out weigh the benefits. Stopped taking medicine 2 days ago but side effects are still there. Would not take again.,M,35,5 days,11/15/2009
1,respiratory infection,"dizzy, racing heart, higher-than-normal blood pressure, inability to sleep - woken up many times throughout the night with strange, dark thoughts, weakness in legs and aching in lower back, blurred vision, anxiety, night sweats, lack of energy",have a history of anxiety - but nothing like this. has been over two weeks since last dose and still having side effects. REALLY stressed out about how i feel. side effects seems to be cyclical - feel alright for a few days and then spiral back down.,M,42,9 days,11/15/2009
4,For MAC/ NTM lung infection,"I experiended a lot of the same side effects, especially severe cramps, that people have listed until I started taking Jarro-dopphilus (a probiotic) twice a day. I have to stay on a 500 mg dose of zithromax every day for the next 2 years(!) for this mycobacterium infection but with the probiotics I have no side effects. Absolutely none. And the lung infection shows that it's almost cleared up on my chest CTs. You have to continue with 500mg dose at least one year after no sign of infection to make sure it doesn't come back. This is a non-communicable form of TB like organism and you don't want to get this if you can help it.",Make sure to take it with a strong probiotic like Jarro-dophilus.,F,65,180 days,11/07/2009
1,respiratory infection / bronchitis,"Incredible confusion, brain fog","I have taken z-pack before but do not recall this reaction. This is bizarre. I almost feel like I had a stroke, very difficult to spell & write, extreme difficulty concentrating. I even noticed a lisp temporarily this morning. Wondering if I should contact the pharmacy to see if drug might be counterfeit. The respiratory infection I had is definitely better, almost instantly improved, but I feel like a bobble-head. Concerned about driving.",F,58,2 days,11/03/2009
5,Last time pneumonia this time strep,"None last time, this time crying?","It is better than dying by drowning while you're sleeping. You can always take probiotics later if your tummy gets upset. To people who took this drug for lung infection, you will have anxiety because the oxygen levels to your brain were diminished for so long (not being sarcastic, this is just basic brain function). The anxiety is not from the drug, it is from PTSD and your brain not getting nutrients. I had auditory hallucinations from pneumonia BEFORE taking Zithromax. This drug saved my life and kept me out of the hospital.",F,45,5 days,10/28/2009
4,Swine Flu Pneumonia,"Ok, I gave it a 4 because I am getting over the Swine (H1N1) pneumonia because of the generic z-pack made in isreal. I am happy to have the medication, and believe it probably saved my life!!!! HOWEVER, I have had more anxiety and this strange pressure around my eyes with an odd blurred vision problem. I have sweats and dizziness. I have one more day to take this medicine...tomorrow and I hope I make it.","On day 4 - I have to take it one more day. I am thankful that it probably saved my life by helping me get over pneumonia but man, it has not been easy.",F,41,4 days,10/25/2009
